"ENTIDAD","DISTRITO","NOMBRE.CANDIDATO","AP.CEN.EFE","AP.CEN.ESP","AP.OT.EFE","AP.OT.ESP","AP.CAN.EFE","AP.CAN.ESP","AP.MIL.ESP","AP.SIM.ESP","AP.MIL.EFE","AP.SIM.EFE","REND.FINC","TRANS.NOFED","OTROS","FIN.PUB.INDEP","TOTAL","PARTY","NO.REPORT"
"MOR.","4","ROBERTO SALVADOR BELTRÁN CASTILLO",0,0,0,68594.48,0,0,0,0,0,0,NA,0,NA,NA,68594.48,"Humanista",NA
"MOR.","5","DAVID ROSAS HERNANDEZ",0,0,15000,45594.48,0,57285.57,0,25819.85,0,4818.06,NA,0,NA,NA,148517.96,"Humanista",NA
"NAY.","1","MARICELA JIMÉNEZ HERNANDEZ",0,0,0,56994.48,0,0,0,2876.57,0,0,NA,0,NA,NA,59871.05,"Humanista",NA
"NAY.","2","VICENTE PEÑA ALDRETE",0,0,0,52994.48,0,18788.88,0,12000,0,0,NA,0,NA,NA,83783.36,"Humanista",NA
"NAY.","3","SALVADOR GONZÁLEZ CARVAJAL",0,0,0,56994.48,0,3720.6,0,12000,0,0,NA,0,NA,NA,72715.08,"Humanista",NA
"N.L.","1","EDUARDO LEOPOLDO LOZANO GARZA",0,0,0,58794.48,0,0,0,19110.4,0,0,NA,0,NA,NA,77904.88,"Humanista",NA
"N.L.","2","CRISANTA ORDUÑA HERNANDEZ",0,0,0,58794.48,0,0,0,0,0,0,NA,0,NA,NA,58794.48,"Humanista",NA
"N.L.","3","MARTHA LAURA RAMÍREZ PÉREZ",0,0,0,58794.48,0,0,0,0,0,0,NA,0,NA,NA,58794.48,"Humanista",NA
"N.L.","4","FABIOLA YESSENIA TORRES ROSTRO",0,0,0,58794.48,0,0,0,0,0,0,NA,0,NA,NA,58794.48,"Humanista",NA
"N.L.","5","JAVIER LIBRADO ALCALÁ SALINAS",0,0,0,62794.48,0,0,0,0,0,0,NA,0,NA,NA,62794.48,"Humanista",NA
"N.L.","6","MARICELA MORALES ESPINOSA",0,0,0,58794.48,0,11325.39,0,0,0,0,NA,0,NA,NA,70119.87,"Humanista",NA
"N.L.","7","IDALIA GUADALUPE ARROYO HERNANDEZ",0,0,0,66794.48,0,0,0,0,0,0,NA,0,NA,NA,66794.48,"Humanista",NA
"N.L.","8","ROSA MARÍA REYES MUÑIZ",0,0,0,58794.48,0,0,0,0,0,0,NA,0,NA,NA,58794.48,"Humanista",NA
"N.L.","9","GERARDO CHAPA GUERRA",0,0,0,62794.48,0,0,0,6140.41,0,0,NA,0,NA,NA,68934.89,"Humanista",NA
"N.L.","10","JULIO CESAR CRUZ CHAVIRA",0,0,0,62794.48,0,0,0,0,0,0,NA,0,NA,NA,62794.48,"Humanista",NA
"N.L.","11","RUBÉN ALEJANDRO GONZÁLEZ CALDERÓN",0,0,0,43794.48,0,0,0,0,0,0,NA,0,NA,NA,43794.48,"Humanista",NA
"N.L.","12","CESAR DAVID MEDINA MALAGON",0,0,0,62794.48,0,0,0,0,0,0,NA,0,NA,NA,62794.48,"Humanista",NA
"OAX.","1","ARTEMISA MÉNDEZ BRAVO",0,0,0,56994.48,0,0,0,21600,0,0,NA,0,NA,NA,78594.48,"Humanista",NA
"OAX.","2","MISAEL CRUZ OJEDA",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"OAX.","3","EMMANUEL RODRÍGUEZ MARTÍNEZ",0,0,0,56994.48,0,0,0,31621.56,0,0,NA,0,NA,NA,88616.04,"Humanista",NA
"OAX.","4","ZOILA ANTONIO SANTIAGO",0,0,0,56994.48,0,0,0,46465.26,0,0,NA,0,NA,NA,103459.74,"Humanista",NA
"OAX.","5","FELIPE GARCIA MARTÍNEZ",0,0,0,56994.48,0,0,0,0,0,0,NA,0,NA,NA,56994.48,"Humanista",NA
"OAX.","6","JAIME DONALDO GARRIAGA CHÁVEZ",0,0,0,56994.48,0,0,0,0,0,0,NA,0,NA,NA,56994.48,"Humanista",NA
"OAX.","7","YOLANDA SOLEDAD SANTOS VÁSQUEZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"OAX.","8","ROSA ELBA CRUZ LUIS",0,0,0,54994.48,0,0,0,5285.68,0,0,NA,0,NA,NA,60280.16,"Humanista",NA
"OAX.","9","IGNACIO HERNANDEZ VILLEGAS",0,0,0,56994.48,0,0,0,20498.28,0,0,NA,0,NA,NA,77492.76,"Humanista",NA
"OAX.","10","DOLORES LUCAS COLMENARES",0,0,0,56994.48,0,0,0,55271.9,0,0,NA,0,NA,NA,112266.38,"Humanista",NA
"OAX.","11","REYNA REYNA SÁNCHEZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","1","JOCELYN GUADALUPE GUTIERREZ AMADOR",0,0,0,37994.48,0,0,0,8565.44,0,0,NA,0,NA,NA,46559.92,"Humanista",NA
"PUE.","2","BEATRIZ SEGURA CORTES",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","3","VICENTE MANUEL SÁNCHEZ HERNANDEZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","4","MARÍA ENRIQUETA LÓPEZ CARCAÑO",0,0,0,42866.48,0,0,0,0,0,0,NA,0,NA,NA,42866.48,"Humanista",NA
"PUE.","5","ROSARIO ELÍAS GONZÁLEZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","6","PATRICIA VARA GUTIÉRREZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","7","MARTHA ELBA COETO CAMACHO",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","8","NOÉ MACHORRO LÓPEZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","9","MARCO ABRAHAM RAMIREZ CRUZ",0,0,0,37994.48,0,0,0,0,0,0,NA,0,NA,NA,37994.48,"Humanista",NA
"PUE.","10","NADIA GUADALUPE GOIZ JOACHIN",0,0,0,52994.48,0,18093.26,0,13280,0,0,NA,0,NA,NA,84367.74,"Humanista",NA
"PUE.","11","JONATHAN IMMANUEL BRAND RIVAS Y TABOADA",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","12","LEONARDO TECUA VÁZQUEZ",0,0,0,37994.48,0,71400,0,5000,0,0,NA,0,NA,NA,114394.48,"Humanista",NA
"PUE.","13","ARMANDO TERRON ROMERO",0,0,10683,37994.48,0,0,0,0,0,0,NA,0,NA,NA,48677.48,"Humanista",NA
"PUE.","14","JUAN FRANCISCO NIÑO HERNANDEZ",0,0,0,37994.48,0,0,0,27121.68,0,0,NA,0,NA,NA,65116.16,"Humanista",NA
"PUE.","15","IRENE ESPERANZA TRUJILLO GUTIÉRREZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"PUE.","16","JESÚS PALMA ZENTENO",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"QRO.","1","ELOÍSA DE LA CRUZ DE LA CRUZ",0,0,0,52994.48,0,0,0,0,0,0,NA,0,NA,NA,52994.48,"Humanista",NA
"QRO.","2","GUILLERMINA DE LOS ÁNGELES GONZÁLEZ ACUÑA",0,0,0,70970.18,0,0,0,0,0,0,NA,0,NA,NA,70970.18,"Humanista",NA
"QRO.","3","HUGO HERNANDEZ COLÍN",0,0,0,52994.48,0,0,0,6000,0,0,NA,0,NA,NA,58994.48,"Humanista",NA
"QRO.","4","RUTH GUADALUPE HERNANDEZ SALAZAR",0,0,0,52994.48,0,3560.04,0,8000,0,0,NA,0,NA,NA,64554.52,"Humanista",NA
"Q.ROO","1","ELIDE RAQUEL LIZAMA RIVERA",0,0,0,52994.48,0,37560,0,30322.2,0,0,NA,17585.25,NA,NA,138461.93,"Humanista",NA
"Q.ROO","2","LUZ DEL CARMEN LARA CANO",0,0,0,52994.48,0,0,0,47706.43,0,0,NA,17585.25,NA,NA,118286.16,"Humanista",NA
"Q.ROO","3","JOSÉ RAFAEL MARTÍNEZ NAVARRO",0,0,0,52994.48,0,0,0,38231.63,0,0,NA,17585.25,NA,NA,108811.36,"Humanista",NA
"S.L.P.","1","MARÍA FRANCISCA CONTRERAS GONZÁLEZ",0,0,0,37994.48,0,0,0,0,0,0,NA,0,NA,NA,37994.48,"Humanista",NA
